Result Time,Granularity Period,Object Name,Reliability,"L5101:SABME Frames Sent by the BTS on LAPD Link","L5102:SABME Frames Received by the BTS on LAPD Link","L5103:BTS-Sent Rejects to the LAPD Setup Requests","L5104:BTS-Received Rejects to the LAPD Setup Requests","L5105:RNR Frames Sent by the BTS on LAPD Link","L5106:RNR Frames Received by the BTS on LAPD Link","L5107:I Frames Resent by the BTS on LAPD Link","L5108:NRERR Frames Received by the BTS on LAPD Link","L5109:L3 Data Requests Received by BTS on LAPD Link","L5110:I Frames Sent by the BTS on LAPD Link","L5111:I Frames Received by the BTS on LAPD Link","L5112:Queue Overflows of Messages Sent by BTS on LAPD Link","L5113:Erroneous Long Frames Received by BTS Physical Layer on LAPD Link","L5114:Erroneous Octet Received by BTS Physical Layer on LAPD Link","L5115:Discarded Series Received by BTS Physical Layer on LAPD Link","L5116:Number of Times the BTS Receives CRC Errors on LAPD Link","L5117:L1 and L2 Overflows on LAPD Link of the BTS","L5118:Total Frames Received by the BTS Physical Layer on LAPD Link"
,Minutes,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=802, DestObjLabel=S_CARACHAMA, DestObjType=BTS",Reliable,0,0,0,0,0,0,2,0,1456,1456,1229,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=801, DestObjLabel=S_CALDERA, DestObjType=BTS",Reliable,0,0,0,5,0,0,18,0,1456,1456,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=800, DestObjLabel=S_CAHUAPANAS, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,668,668,514,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=7, DestObjLabel=C_CUYO_LI47, DestObjType=BTS",Reliable,0,0,0,3,0,0,3,0,663,663,510,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=79, DestObjLabel=S_PUNIZA, DestObjType=BTS",Reliable,0,0,0,5,0,0,13,0,1456,1456,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=799, DestObjLabel=S_BUENOS_AIRES, DestObjType=BTS",Reliable,0,0,0,2,0,0,2,0,1457,1457,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=798, DestObjLabel=S_BREU, DestObjType=BTS",Reliable,0,0,1,0,0,0,0,0,1459,1459,1234,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=797, DestObjLabel=S_BRETANA, DestObjType=BTS",Reliable,0,0,3,0,0,0,0,0,1532,1532,1234,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=796, DestObjLabel=S_BOLOGNESI_UC, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1602,1602,1234,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=795, DestObjLabel=S_BETIJAY, DestObjType=BTS",Reliable,0,0,0,1,0,0,2,0,1387,1387,1234,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=794, DestObjLabel=S_BARRANCA, DestObjType=BTS",Reliable,0,0,0,2,0,0,3,0,1602,1602,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=793, DestObjLabel=S_BALSAS, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1603,1603,1234,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=792, DestObjLabel=S_BOCA_MANU, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1386,1386,1234,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=791, DestObjLabel=C_STODOMINGO_OLLEROS, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=78, DestObjLabel=S_PUERTO_PRADO, DestObjType=BTS",Reliable,0,0,0,1,0,0,4,0,1671,1671,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=789, DestObjLabel=SC_GRANJA_IWANCO, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1454,1454,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=788, DestObjLabel=SC_GRANJA_SUPE, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1598,1598,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=787, DestObjLabel=C_CACRA, DestObjType=BTS",Reliable,0,0,4,2,0,0,3,0,1455,1455,1234,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=786, DestObjLabel=C_SANTACRUZ_LI, DestObjType=BTS",Reliable,0,0,2,0,0,0,0,0,1382,1382,1232,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=785, DestObjLabel=C_QUINOCAY, DestObjType=BTS",Reliable,0,0,1,1,0,0,1,0,1383,1383,1231,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=784, DestObjLabel=C_LINCHA, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1383,1383,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=783, DestObjLabel=C_HUAMPARA, DestObjType=BTS",Reliable,0,0,0,1,0,0,1,0,1382,1382,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=782, DestObjLabel=C_COCHAS_LI, DestObjType=BTS",Reliable,0,0,0,0,0,0,15,0,1382,1382,1234,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=781, DestObjLabel=C_JUCUL, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1382,1382,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=780, DestObjLabel=C_MARIATANA, DestObjType=BTS",Reliable,0,0,2,0,0,0,1,0,1383,1383,1232,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=77, DestObjLabel=S_PTE_CAPELO, DestObjType=BTS",Reliable,0,0,0,0,0,0,6,0,1457,1457,1231,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=779, DestObjLabel=C_IHUARI, DestObjType=BTS",Reliable,0,0,1,0,0,0,0,0,1381,1381,1231,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=778, DestObjLabel=C_MANAS, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1383,1383,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=777, DestObjLabel=C_AZANGARO, DestObjType=BTS",Reliable,0,0,1,0,0,0,0,0,1383,1383,1231,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=776, DestObjLabel=C_LARAOS_YAUYOS_LI01, DestObjType=BTS",Reliable,2,0,1,0,0,0,1,0,1390,1390,1167,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=775, DestObjLabel=C_TUPE, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1384,1384,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=774, DestObjLabel=C_TANTA, DestObjType=BTS",Reliable,0,0,1,0,0,0,0,0,1383,1383,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=772, DestObjLabel=C_HONGOS, DestObjType=BTS",Reliable,0,0,1,0,0,0,0,0,1383,1383,1232,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=771, DestObjLabel=C_CHOCOS, DestObjType=BTS",Reliable,0,0,3,0,0,0,0,0,1384,1384,1233,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=770, DestObjLabel=C_CAUJUL, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1385,1385,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=76, DestObjLabel=S_RIO_SECO, DestObjType=BTS",Reliable,0,0,0,0,0,0,1,0,1383,1383,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=769, DestObjLabel=C_SUMBILCA, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1384,1384,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=767, DestObjLabel=C_SANTAROSAMACAS, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1602,1602,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=765, DestObjLabel=CNC_BV_MALLAY_GAR, DestObjType=BTS",Reliable,0,0,2,0,0,0,0,0,1456,1456,1231,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=764, DestObjLabel=C_CATAHUASI, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1455,1455,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=763, DestObjLabel=C_AYAUCA, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1382,1382,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=762, DestObjLabel=C_PIRCA, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,662,662,510,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=761, DestObjLabel=C_ARAHUAY, DestObjType=BTS",Reliable,0,0,1,0,0,0,1,0,1383,1383,1231,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=760, DestObjLabel=CN_RIO_SECO, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,1,1987,1987,1429,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=75, DestObjLabel=S_SHUARO, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1527,1527,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=759, DestObjLabel=C_QUICHAS, DestObjType=BTS",Reliable,0,0,1,0,0,0,0,0,1454,1454,1231,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=758, DestObjLabel=C_LARAOS, DestObjType=BTS",Reliable,0,0,1,4,0,0,4,0,1455,1455,1231,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=757, DestObjLabel=C_LAMPIAN, DestObjType=BTS",Reliable,0,0,1,0,0,0,0,0,1384,1384,1231,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=756, DestObjLabel=C_LACHAQUI, DestObjType=BTS",Reliable,0,0,0,3,0,0,3,0,1455,1455,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=754, DestObjLabel=C_DIECISIETE_ENERO, DestObjType=BTS",Reliable,0,0,0,0,0,0,21,0,1452,1452,1233,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=753, DestObjLabel=C_HUAMANTANGA, DestObjType=BTS",Reliable,0,0,2,0,0,0,1,0,1385,1385,1232,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=752, DestObjLabel=C_CARAL, DestObjType=BTS",Reliable,0,0,2,1,0,0,1,0,1528,1528,1232,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=74, DestObjLabel=S_YARINA, DestObjType=BTS",Reliable,0,0,2,0,0,0,0,0,1599,1599,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=72, DestObjLabel=S_YACUSISA, DestObjType=BTS",Reliable,0,0,0,0,0,0,3,0,1455,1455,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=726, DestObjLabel=C_SAN_DAMIAN, DestObjType=BTS",Reliable,0,0,1,1,0,0,1,0,1456,1456,1231,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=725, DestObjLabel=C_LAHUAYTAMBO, DestObjType=BTS",Reliable,0,0,1,0,0,0,0,0,1385,1385,1231,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=71, DestObjLabel=S_VERDE, DestObjType=BTS",Reliable,0,0,0,0,0,0,1,0,1383,1383,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=719, DestObjLabel=TEST_BANDA_KA_2G_MA01, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=717, DestObjLabel=C_VILCAHUAURA, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1527,1527,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=716, DestObjLabel=C_COLONIA, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1384,1384,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=70, DestObjLabel=S_TIPISHCA, DestObjType=BTS",Reliable,0,0,0,4,0,0,14,0,1455,1455,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=706, DestObjLabel=C_SAN_JOAQUIN, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1384,1384,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=705, DestObjLabel=C_HUANGASCAR, DestObjType=BTS",Reliable,0,0,1,0,0,0,0,0,1382,1382,1231,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=704, DestObjLabel=C_SANTIAGO_DE_ANCHUCAYA, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1457,1457,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=703, DestObjLabel=C_HUANZA, DestObjType=BTS",Reliable,0,0,2,0,0,0,0,0,1460,1460,1236,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=702, DestObjLabel=C_LANGA, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1455,1455,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6, DestObjLabel=C_CAJAMARQUILLA_LI14, DestObjType=BTS",Reliable,0,0,0,44,0,0,106,0,1455,1455,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=697, DestObjLabel=CNC_VOLCAN_BANOSV, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1452,1452,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=696, DestObjLabel=CNC_VOLCAN_HUANCHOR, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1455,1455,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=68, DestObjLabel=S_TAMBO_DE_PAJA, DestObjType=BTS",Reliable,0,0,0,3,0,0,4,0,1454,1454,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6895, DestObjLabel=LI731004, DestObjType=TRX",Reliable,0,0,0,0,0,0,0,0,592,592,1095,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=66, DestObjLabel=S_STA_MARTHA, DestObjType=BTS",Reliable,0,0,0,0,0,0,1,0,1457,1457,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=65, DestObjLabel=S_SOMOS_LIBRES, DestObjType=BTS",Reliable,0,0,0,0,0,0,1,0,1457,1457,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=657, DestObjLabel=SOLCORP_CMAC_HUANCAYO_P2, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=656, DestObjLabel=SOLCORP_CMAC_HUANCAYO_P1, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=648, DestObjLabel=SOLCORP_HAROLD_TANAKA, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=63, DestObjLabel=S_SAN_ANTONIO, DestObjType=BTS",Reliable,0,0,0,5,0,0,10,0,1384,1384,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=639, DestObjLabel=S_LA_COCA, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1600,1600,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=638, DestObjLabel=S_YUTUPIS, DestObjType=BTS",Reliable,0,0,0,2,0,0,2,0,1598,1598,1231,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=637, DestObjLabel=S_HERMOSA_AM, DestObjType=BTS",Reliable,0,0,0,2,0,0,3,0,1528,1528,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=636, DestObjLabel=S_VILLA_GONZALO, DestObjType=BTS",Reliable,0,0,0,0,0,0,3,0,1456,1456,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=635, DestObjLabel=S_TAMBOLIC, DestObjType=BTS",Reliable,0,0,0,0,0,0,3,0,1526,1526,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=634, DestObjLabel=S_SAN_PABLO, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,1381,1381,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=633, DestObjLabel=S_SAN_JOSE, DestObjType=BTS",Reliable,0,0,0,2,0,0,4,0,1453,1453,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=631, DestObjLabel=S_QUISQUIS, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=630, DestObjLabel=S_NVO_CHIRIMOTO, DestObjType=BTS",Reliable,0,0,0,1,0,0,1,0,1598,1598,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=629, DestObjLabel=S_MITO, DestObjType=BTS",Reliable,0,0,0,1,0,0,1,0,1529,1529,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6299, DestObjLabel=AM024204, DestObjType=TRX",Reliable,0,0,0,0,0,0,0,0,851,851,998,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=628, DestObjLabel=S_MASHUYACO, DestObjType=BTS",Reliable,0,0,0,0,0,0,3,0,1454,1454,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=627, DestObjLabel=S_LOS_OLIVOS, DestObjType=BTS",Reliable,0,0,0,3,0,0,14,0,1456,1456,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=626, DestObjLabel=S_LAS_PALMAS, DestObjType=BTS",Reliable,0,0,0,3,0,0,8,0,1456,1456,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6227, DestObjLabel=LO829004, DestObjType=TRX",Reliable,0,0,2,0,0,0,0,0,1757,1757,3960,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=61, DestObjLabel=S_PONAZAPA, DestObjType=BTS",Reliable,0,0,0,3,0,0,5,0,1455,1455,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6175, DestObjLabel=UC074202, DestObjType=TRX",Reliable,0,0,0,0,0,0,0,0,1268,1268,1197,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6163, DestObjLabel=LI631001, DestObjType=TRX",Reliable,0,0,0,0,0,0,0,0,674,674,1541,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6162, DestObjLabel=LI631000, DestObjType=TRX",Reliable,0,0,0,0,0,0,0,0,6302,6302,44999,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6161, DestObjLabel=LO815004, DestObjType=TRX",Reliable,0,0,1,0,0,0,0,0,1696,1696,4112,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=615, DestObjLabel=SOLCORP_ATENTO_PT4_DERECHA, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=614, DestObjLabel=SOLCORP_ATENTO_PT4_IZQUIERDA, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6146, DestObjLabel=JU466005, DestObjType=TRX",Reliable,0,0,2,0,0,0,0,0,1323,1323,3818,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6145, DestObjLabel=JU466004, DestObjType=TRX",Reliable,0,0,0,0,0,0,0,0,1021,1021,2007,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6126, DestObjLabel=JU470004, DestObjType=TRX",Reliable,0,0,0,2,0,0,4,0,1077,1077,2666,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=60, DestObjLabel=S_POLVORA, DestObjType=BTS",Reliable,0,0,2,0,0,0,0,0,1600,1600,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6080, DestObjLabel=LI633002, DestObjType=TRX",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6079, DestObjLabel=LI633001, DestObjType=TRX",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6078, DestObjLabel=LI633000, DestObjType=TRX",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6077, DestObjLabel=LI632001, DestObjType=TRX",Reliable,0,0,0,0,0,0,0,0,961,961,2243,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6076, DestObjLabel=LI632000, DestObjType=TRX",Reliable,0,0,0,0,0,0,0,0,1211,1211,3560,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6075, DestObjLabel=AY058001, DestObjType=TRX",Reliable,0,0,22,0,0,0,0,0,750,750,3118,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6074, DestObjLabel=AY028001, DestObjType=TRX",Reliable,0,0,0,2,0,0,4,0,934,934,1289,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6073, DestObjLabel=AY051001, DestObjType=TRX",Reliable,0,0,1,0,0,0,0,0,2437,2437,9527,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6072, DestObjLabel=AY050001, DestObjType=TRX",Reliable,0,0,16,1,0,0,2,0,2038,2038,11093,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6071, DestObjLabel=AY078001, DestObjType=TRX",Reliable,0,0,0,0,0,0,0,0,665,665,344,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6069, DestObjLabel=AY063001, DestObjType=TRX",Reliable,0,0,5,1,0,0,1,0,2852,2852,8297,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=6068, DestObjLabel=AY075001, DestObjType=TRX",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=59, DestObjLabel=S_PISANA, DestObjType=BTS",Reliable,0,0,3,0,0,0,0,0,1604,1604,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=592, DestObjLabel=TEST_GAP_FILLER, DestObjType=BTS",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=58, DestObjLabel=S_PELEJO, DestObjType=BTS",Reliable,0,0,0,1,0,0,1,0,1599,1599,1230,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=5896, DestObjLabel=LI742003, DestObjType=TRX",Reliable,0,0,1,0,0,0,0,0,4142,4142,9152,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=5895, DestObjLabel=LI731003, DestObjType=TRX",Reliable,0,0,0,0,0,0,0,0,648,648,300,0,0,0,0,0,0,0
2017-08-04 09:00,60,"BAS BSC6000/LAPDLINK:Logic No.=5871, DestObjLabel=LI729003, DestObjType=TRX",Reliable,0,0,0,0,0,0,0,0,747,747,381,0,0,0,0,0,0,0
